LOCATION,Country,TYPE_VAR,Type of indicator,VARIABLE,Indicator,WB,Current/Future Well-being,SEX,Sex,AGE,Age,EDUCATION,Education,TIME,Time,Value,Flag Codes,Flags
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,11.49814948,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2005,2005,60.3,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2006,2006,59.8,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2007,2007,61.5,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2008,2008,62.5,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2009,2009,62,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,62.8,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,59.7,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,60.3,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,59.3,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,60.1,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,60,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,58.6,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,59.9,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,60.1,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,59.7,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,61.3,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,90.02557993,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),8_2,Voter turnout ,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,65.39013672,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,67.82361865,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,13.64153177,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,13.64153177,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2004,2004,83.1,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2005,2005,80.9,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2006,2006,79,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2007,2007,79.4,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2008,2008,78.7,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2009,2009,76.1,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,73.2,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,71.6,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,69.5,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,71.6,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,71.7,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,69.4,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,69.8,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,69,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,69.8,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,67.4,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,70.1,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,95.59643269,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,83.38006735,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,83.38006735,,
DNK,Denmark,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,83.38006735,,
